,City,Arcade,Venue_ID,Venue_Name,Venue_Address
0,"Dallas, TX",Arcade Bar,4234d400f964a52012201fe3,Lakewood Theater,1825 Abrams Rd
1,"Dallas, TX",Arcade Bar,40e0b100f964a520ea071fe3,Balcony Club,1825 Abrams Rd Ste B
2,"Dallas, TX",Arcade Bar,4fbbb1ace4b0c28e72dad0e7,Mi Cocina,6332 La Vista Dr
3,"Dallas, TX",Arcade Bar,5d6c6950716af5000829b0dc,Bowkski’s,1825 Abrams Rd
4,"Dallas, TX",Arcade Bar,4dd6a1d3b0fb8af38071e075,Campagna & Assoc Realtors,726 Paulus Ave
5,"Dallas, TX",Arcade Bar,5d6efe9be1edd6000826d267,Bowlski’s,No Address
6,"Dallas, TX",Arcade Bar,4abfcfedf964a520649220e3,Starbucks,6312 La Vista
7,"Dallas, TX",Arcade Bar,4b987e24f964a520854435e3,Jack in the Box,6308 Gaston Ave
8,"Dallas, TX",Arcade Bar,5dd892fc1588c30008720e28,Waya Japanese Izakaya,6334 Gaston Ave
9,"Dallas, TX",Arcade Bar,4bd623705631c9b6266ea530,City Nails,6406 Gaston Ave
10,"Dallas, TX",Arcade Bar,589d1b9f18fd2b55c94e383e,Sasa Sushi,6340 Gaston Ave
11,"Dallas, TX",Arcade Bar,571a5833498e15fd22abca3c,Roots Juices,1906 Abrams Pkwy
12,"Dallas, TX",Arcade Bar,4ee2893bb634bfdd0d57af07,The T Shop,1911 Abrams Pkwy Ste 102
13,"Dallas, TX",Arcade Bar,4f92e9c9e4b00fe65eb772de,Harrell Park,No Address
14,"Dallas, TX",Arcade Bar,5cf16932b9b37b002c03f54c,Allegiance Title,1834 Abrams Rd
15,"Dallas, TX",Arcade Bar,5a50d6473c858d2b2faca2d2,Orangetheory Fitness,1911 Abrams Pkwy
16,"Dallas, TX",Arcade Bar,4be58d83910020a18c16d314,Bank of America,6215 Gaston Ave
17,"Dallas, TX",Arcade Bar,573f4656498eadf763b36918,Craft Beer Cellar Dallas,6324 Gaston Ave
18,"Dallas, TX",Arcade Bar,4bccc6e0511f9521d49eb3c7,The UPS Store,"7324 Gaston Ave, Ste 124"
19,"Dallas, TX",BBs Arcade,4d334f9d2c76a14379e479c7,X Spot,415 Tyler St.
20,"Dallas, TX",BBs Arcade,50f8331ae4b0626fb80c33e5,The Twisted Lily,No Address
21,"Dallas, TX",BBs Arcade,4e471f0c14959d51c16d7f0a,Tyler Davis Block Party,No Address
22,"Dallas, TX",BBs Arcade,505249e4e4b0c9dff11b278a,The Barbers Lab,412 N Tyler St
23,"Dallas, TX",BBs Arcade,4aff3105f964a520b43522e3,Oak Cliff Bicycle Company,410 N Tyler St
24,"Dallas, TX",BBs Arcade,5c5cdb88d9051600254d855f,Magic Hour,421 N Tyler St
25,"Dallas, TX",BBs Arcade,52254e7b11d2030cb587dd03,New Iberia Studio,421 N Tyler St
26,"Dallas, TX",BBs Arcade,575b4c8c498e5ed056fec80c,GypsyHouse,421 N. Tyler St.
27,"Dallas, TX",BBs Arcade,4b996acdf964a520017a35e3,Mighty Fine Arts,419 N Tyler St
28,"Dallas, TX",BBs Arcade,5071de42e4b025893cfbc885,Tyler Street Salon,419 N Tyler St
29,"Dallas, TX",BBs Arcade,5cd30728646e38002c709c6f,Vegan Food House,832 W 7th St
30,"Dallas, TX",BBs Arcade,511e8b76e4b09c463b2b527c,Foundry Collective,419 N Tyler St
31,"Dallas, TX",BBs Arcade,4ba12ef3f964a520c79f37e3,The Cube Creative,409 N Tyler St
32,"Dallas, TX",BBs Arcade,4e470fe8183849317e800f31,Gallery Bomb,407 N Tyler St
33,"Dallas, TX",BBs Arcade,4e2b2a737d8b7deda6cdf02d,Incense & Peppermints,No Address
34,"Dallas, TX",BBs Arcade,5c5cd6311fa763002c9aefbc,Beatnik Fine Goods,No Address
35,"Dallas, TX",BBs Arcade,5d192e2f627d6b0023d075fa,Hola Cafe,416 N Tyler St
36,"Dallas, TX",BBs Arcade,4b76bf7bf964a520615c2ee3,Jack in the Box,1020 W Davis St
37,"Dallas, TX",BBs Arcade,4d2f4df66b1c2d43432315da,growth life studio,115 S Tyler St
38,"Dallas, TX",Free Play Arcade,4f2d6222e4b0118a85b583ae,Jacque's Southern Cafe,1718 E Belt Line Rd
39,"Dallas, TX",Free Play Arcade,4bd76d4cf645c9b673f1a5e0,united states taekwondo academy,1710 E Belt Line Rd
40,"Dallas, TX",Free Play Arcade,4bfdecd68992a59330ebacb0,Chase Place,1724 E Belt Line Rd
41,"Dallas, TX",Free Play Arcade,4cd31b72558a3704fb34bfa6,Tuesday Morning,1750 E Belt Line Rd
